poi_id,name,theme,class_name,subclass_n,x,y,geom
770,ΤΑΧΥΔΡΟΜΙΚΟ ΤΑΜΙΕΥΤΗΡΙΟ,Επιχειρήσεις,Τράπεζες,Καταστήματα,482845.985,4211803.1182,MULTIPOINT (482845.9850000003 4211803.1182)
771,ΜΑΡΟΥΣΑΚΙ (ΤΟ),Φαγητό και ποτό,Εστιατόρια,_,482562.1108,4211807.3831,MULTIPOINT (482562.1107999999 4211807.383099999)
772,LAPIN HOUSE,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Παιδικά - είδη εγκυμοσύνης,482789.2593,4211807.7186,MULTIPOINT (482789.2593 4211807.718599999)
773,ΓΙΑΝΝΗΣ,Φαγητό και ποτό,Ταβέρνες,Ψαροταβέρνες,482561.0593,4211809.1286,MULTIPOINT (482561.0592999998 4211809.128599999)
774,5ASEC,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,_,483021.112,4211811.1099,MULTIPOINT (483021.1119999997 4211811.1099)
775,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482802.064,4211812.2507,MULTIPOINT (482802.0640000002 4211812.250700001)
776,ΝΕΑ ΛΕΣΒΟΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,484670.25,4211814.31,MULTIPOINT (484670.25 4211814.310000001)
777,ΦΑΡΜΑΚΕΙΟ ΠΡΟΒΑΤΑ ΜΑΡΙΑ,Περίθαλψη,Φαρμακεία,_,482674.9892,4211815.2038,MULTIPOINT (482674.9891999997 4211815.2038)
778,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482674.9892,4211815.2038,MULTIPOINT (482674.9891999997 4211815.2038)
779,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482674.9892,4211815.2038,MULTIPOINT (482674.9891999997 4211815.2038)
780,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482740.7519,4211815.7509,MULTIPOINT (482740.7518999996 4211815.7509)
781,ΠΟΔΗΛΑΤΑ PIRANHA BIKESHOP,Αγαθά - υπηρεσίες,Καταστήματα,_,482850.5962,4211817.96,MULTIPOINT (482850.5961999996 4211817.960000001)
782,AMELIE,Διασκέδαση,Μπαρ,_,483013.3093,4211821.2386,MULTIPOINT (483013.3092999998 4211821.238600001)
783,ΠΕΜΠΤΟ ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,484147.9122,4211827.0492,MULTIPOINT (484147.9122000001 4211827.0492)
784,ΕΚΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,484147.9122,4211827.0492,MULTIPOINT (484147.9122000001 4211827.0492)
785,FLOCAFE,Διασκέδαση,Καφετέριες,_,482588.6335,4211827.5475,MULTIPOINT (482588.6335000005 4211827.547499999)
786,ΤΟΛ,Διάφορα,Χώροι εκδηλώσεων,Αίθουσες εκδηλώσεων,483222.9993,4211827.9986,MULTIPOINT (483222.9993000003 4211827.998600001)
787,ΠΛΑΤΕΙΑ 8ΗΣ ΝΟΕΜΒΡΙΟΥ 1912,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πλατείες,484771.8625,4211829.5899,MULTIPOINT (484771.8624999998 4211829.5899)
788,ΣΑΒΒΑΣ ΚΕΜΠΑΠ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482856.0955,4211831.5835,MULTIPOINT (482856.0954999998 4211831.5835)
789,ΑΙΘΟΥΣΑ ΣΥΓΧΡΟΝΗΣ ΤΕΧΝΗΣ,Πολιτισμός,Χώροι τέχνης,_,483224.7282,4211832.7037,MULTIPOINT (483224.7281999998 4211832.7037)
790,ΒΙΟΛΟΓΙΚΑ ΠΡΟΪΟΝΤΑ ALL ABOUT NATURE,Αγαθά - υπηρεσίες,Καταστήματα,_,482853.9974,4211832.8574,MULTIPOINT (482853.9973999998 4211832.8574)
791,ΕΥΓΕΝΙΔΗΣ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,482852.4093,4211833.4386,MULTIPOINT (482852.4093000004 4211833.4386)
792,G - NET,Διασκέδαση,Καφετέριες,Ίντερνετ καφέ,482594.7887,4211834.1918,MULTIPOINT (482594.7887000004 4211834.1918)
793,BITS AND BYTE,Διασκέδαση,Καφετέριες,Ίντερνετ καφέ,482981.6815,4211834.4918,MULTIPOINT (482981.6814999999 4211834.491800001)
794,ACTION COUNTRY,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,483019.4527,4211840.9582,MULTIPOINT (483019.4527000003 4211840.9582)
795,ΠΛΑΤΕΙΑ ΗΡΩΩΝ,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πλατείες,483070.2281,4211844.3131,MULTIPOINT (483070.2280999999 4211844.313100001)
796,Η ΠΙΤΤΑ ΤΟΥ ΠΑΠΠΟΥ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482730.7932,4211844.9992,MULTIPOINT (482730.7932000002 4211844.999199999)
797,HAAGEN - DAZS,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482673.1693,4211845.9186,MULTIPOINT (482673.1693000002 4211845.9186)
798,HAAGEN - DAZS,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482639.9493,4211847.7286,MULTIPOINT (482639.9493000004 4211847.728599999)
799,FLOCAFE,Διασκέδαση,Καφετέριες,_,482639.9493,4211847.7286,MULTIPOINT (482639.9493000004 4211847.728599999)
800,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη,Φαρμακεία,_,482642.3446,4211848.9579,MULTIPOINT (482642.3446000004 4211848.957900001)
801,ΠΛΑΤΕΙΑ ΓΑΡΔΕΛΗ ΑΛ.,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πλατείες,482777.7191,4211852.6226,MULTIPOINT (482777.7191000003 4211852.6226)
802,ΦΑΡΜΑΚΕΙΟ ΠΑΠΑΣΠΥΡΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ,Περίθαλψη,Φαρμακεία,_,482715.2847,4211855.1124,MULTIPOINT (482715.2846999997 4211855.112400001)
803,ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ,Επιχειρήσεις,Τράπεζες,Καταστήματα,483021.8793,4211856.7786,MULTIPOINT (483021.8793000001 4211856.7786)
804,ΠΑΙΔΟΤΟΠΟΣ JUNIORΟΤΟΠΟΣ GOODY'S,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδότοπος,482725.5581,4211858.3261,MULTIPOINT (482725.5581 4211858.326099999)
805,ΣΚΛΑΒΕΝΙΤΗΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482732.8193,4211860.7386,MULTIPOINT (482732.8192999996 4211860.738600001)
806,GOODY'S,Φαγητό και ποτό,Γρήγορο φαγητό,Αλυσίδες Fast Food,482725.0793,4211866.4486,MULTIPOINT (482725.0793000003 4211866.4486)
807,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482752.1797,4211867.4482,MULTIPOINT (482752.1797000002 4211867.4482)
808,ΔΑΙΜΑΝΩΛΗ Π. - ΕΥΘΥΜΙΟΥ Χ Ο.Ε.,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482129.8388,4211872.8849,MULTIPOINT (482129.8388 4211872.8849)
809,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482832.1015,4211880.3602,MULTIPOINT (482832.1014999999 4211880.360200001)
810,GREAT WALL,Φαγητό και ποτό,Εστιατόρια,Ασιατική κουζίνα,482824.4593,4211885.3586,MULTIPOINT (482824.4593000002 4211885.3586)
811,PLAY247,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,482565.6032,4211888.9077,MULTIPOINT (482565.6031999998 4211888.9077)
812,TELEPOLIS,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482856.5593,4211893.5886,MULTIPOINT (482856.5592999998 4211893.5886)
813,ΜΙΧΑΛΑΚΟΠΟΥΛΟΣ ΦΑΝΟΥΡΙΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,484860.4195,4211897.9141,MULTIPOINT (484860.4194999998 4211897.914100001)
814,ΔΩΔΩΝΗ,Διασκέδαση,Καφετέριες,_,482751.8993,4211902.2186,MULTIPOINT (482751.8992999997 4211902.218599999)
815,ΔΙΑΝΑ,Πολιτισμός,Κινηματογράφοι,_,482597.3747,4211903.3387,MULTIPOINT (482597.3746999996 4211903.3387)
816,ΠΕΛΙΤ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482641.7962,4211904.3134,MULTIPOINT (482641.7961999997 4211904.3134)
817,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 18Ο,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,483701.615,4211904.5619,MULTIPOINT (483701.6150000002 4211904.561899999)
818,ΔΗΜΟΤΙΚΟ ΑΜΑΡΟΥΣΙΟΥ ΔΕΚΑΤΟ ΟΓΔΟΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,483701.615,4211904.5619,MULTIPOINT (483701.6150000002 4211904.561899999)
819,ΚΟΥΡΤΗΣ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,483145.8193,4211906.5586,MULTIPOINT (483145.8192999996 4211906.558599999)
820,ΜΠΑΛΝΤΑΣ ΓΕΩΡΓΙΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482549.6945,4211912.7459,MULTIPOINT (482549.6945000002 4211912.7459)
821,ΦΑΡΜΑΚΕΙΟ ΣΚΟΥΜΠΟΥΡΔΗ ΑΓΓΕΛΙΚΗ,Περίθαλψη,Φαρμακεία,_,482532.3814,4211913.9108,MULTIPOINT (482532.3814000003 4211913.910800001)
822,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,483064.7571,4211918.1741,MULTIPOINT (483064.7571 4211918.1741)
823,ΑΥΘΑΙΡΕΤΟ (ΤΟ),Φαγητό και ποτό,Ταβέρνες,_,484513.9942,4211922.1721,MULTIPOINT (484513.9941999996 4211922.1721)
824,ΕΛΕΥΘΕΡΑ ΕΥΑΓΓΕΛΙΚΗ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,483740.322,4211926.6282,MULTIPOINT (483740.3219999997 4211926.6282)
825,ΦΑΡΜΑΚΕΙΟ ΠΑΠΑΝΙΚΟΛΑΟΥ ΑΔΑΜΑΝΤΙΑ,Περίθαλψη,Φαρμακεία,_,482749.1858,4211930.7221,MULTIPOINT (482749.1858000001 4211930.722100001)
826,ΕΛΤΑ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Ταχυδρομεία,_,482747.9041,4211934.4935,MULTIPOINT (482747.9040999999 4211934.4935)
827,FIORERIA DEPORTOU,Αγαθά - υπηρεσίες,Καταστήματα,Ανθοπωλεία,482685.7984,4211938.7726,MULTIPOINT (482685.7983999997 4211938.772600001)
828,ΦΑΡΜΑΚΕΙΟ ΠΑΠΑΛΕΞΙΟΥ ΑΛΕΞΙΟΣ,Περίθαλψη,Φαρμακεία,_,482685.7984,4211938.7726,MULTIPOINT (482685.7983999997 4211938.772600001)
830,ΑΠΕΡΙΤΤΟ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482492.2393,4211959.2586,MULTIPOINT (482492.2392999995 4211959.2586)
831,ΣΥΛΛΟΓΗ ΕΜΦΙΕΤΖΟΓΛΟΥ,Τουρισμός και αξιοθέατα,Μουσεία,_,484461.6865,4211972.7909,MULTIPOINT (484461.6864999998 4211972.790899999)
832,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 2Ο,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,483012.1666,4211984.3405,MULTIPOINT (483012.1666000001 4211984.340500001)
833,ΔΗΜΟΤΙΚΟ ΑΜΑΡΟΥΣΙΟΥ ΠΡΩΤΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,483012.1666,4211984.3405,MULTIPOINT (483012.1666000001 4211984.340500001)
834,ΠΑΝΑΓΙΑ ΜΥΡΤΙΔΙΩΤΙΣΣΑ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,483660.4894,4211984.9199,MULTIPOINT (483660.4894000003 4211984.9199)
835,ERMITAGE,Αγαθά - υπηρεσίες,Καταστήματα,Ανθοπωλεία,482408.8643,4211987.0729,MULTIPOINT (482408.8642999995 4211987.072899999)
836,ALTAMIRA,Φαγητό και ποτό,Εστιατόρια,Διεθνής κουζίνα,482425.1048,4211996.1959,MULTIPOINT (482425.1047999999 4211996.195900001)
837,COOK GRILL,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482600.4625,4212028.3486,MULTIPOINT (482600.4625000004 4212028.3486)
838,7Ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ ΑΤΤΙΚΗΣ,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,485003.7903,4212059.525,MULTIPOINT (485003.7903000005 4212059.525)
839,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482562.9381,4212068.3674,MULTIPOINT (482562.9380999999 4212068.3674)
840,ΠΡΩΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,483014.9481,4212069.4946,MULTIPOINT (483014.9480999997 4212069.4946)
841,ΠΡΩΤΟ ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,483014.9481,4212069.4946,MULTIPOINT (483014.9480999997 4212069.4946)
842,ΑΓΙΟΣ ΝΕΚΤΑΡΙΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,484783.6233,4212082.6979,MULTIPOINT (484783.6233000001 4212082.697899999)
843,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,483051.103,4212113.9515,MULTIPOINT (483051.1030000001 4212113.9515)
844,ΦΑΡΜΑΚΕΙΟ ΓΕΩΡΓΑΛΗ ΜΑΡΙΝΑ,Περίθαλψη,Φαρμακεία,_,482171.1533,4212117.0957,MULTIPOINT (482171.1533000004 4212117.095699999)
845,ΜΑΡΟΥΣΙ ALPHA ODEON,Πολιτισμός,Κινηματογράφοι,_,482991.2406,4212117.7479,MULTIPOINT (482991.2406000001 4212117.7479)
846,ΛΟΥΚΑΣ ΙΩΑΝΝΗΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482797.3685,4212118.3249,MULTIPOINT (482797.3684999999 4212118.324899999)
847,PIZZA ROMA,Φαγητό και ποτό,Εστιατόρια,Πιτσαρίες,482169.4293,4212121.9186,MULTIPOINT (482169.4293 4212121.9186)
848,ΚΕΝΤΡΟ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,482948.91,4212125.49,MULTIPOINT (482948.9100000001 4212125.49)
849,5ASEC,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,_,482151.5141,4212130.2806,MULTIPOINT (482151.5141000003 4212130.2806)
850,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη,Φαρμακεία,_,482736.7832,4212138.0485,MULTIPOINT (482736.7832000004 4212138.0485)
851,ΦΑΡΜΑΚΕΙΟ ΔΑΛΙΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ,Περίθαλψη,Φαρμακεία,_,482534.1596,4212192.0234,MULTIPOINT (482534.1595999999 4212192.023399999)
852,PICOLLO MONDO,Διασκέδαση,Ζωντανή μουσική,_,483065.009,4212196.5603,MULTIPOINT (483065.0089999996 4212196.5603)
853,BULLDOG,Φαγητό και ποτό,Εστιατόρια,Μπυραρίες,483060.0493,4212198.8386,MULTIPOINT (483060.0493000001 4212198.8386)
854,ΒΙΟΛΟΓΙΚΑ ΠΡΟΪΟΝΤΑ ΕΥΕΞΙΑ,Αγαθά - υπηρεσίες,Καταστήματα,_,482463.2446,4212206.1064,MULTIPOINT (482463.2445999999 4212206.1064)
855,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482605.9169,4212233.0201,MULTIPOINT (482605.9168999996 4212233.020099999)
856,ΕΛΤΑ ΠΕΥΚΗΣ,Διάφορα,Ταχυδρομεία,_,482121.6727,4212239.0744,MULTIPOINT (482121.6727 4212239.0744)
857,ΦΑΡΜΑΚΕΙΟ ΠΕΤΡΑΚΑΚΟΥ ΧΑΡΙΚΛΕΙΑ Ν.,Περίθαλψη,Φαρμακεία,_,482248.858,4212248.8813,MULTIPOINT (482248.858 4212248.8813)
858,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη,Φαρμακεία,_,482207.9207,4212260.8334,MULTIPOINT (482207.9206999997 4212260.8334)
859,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482989.7867,4212267.0667,MULTIPOINT (482989.7867000001 4212267.0667)
860,ΑΛΣΟΣ ΚΤΗΜΑΤΟΣ ΣΥΓΓΡΟΥ,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πάρκα,483577.7431,4212305.6048,MULTIPOINT (483577.7430999996 4212305.604800001)
861,ΑΜΑΛΙΕΙΟ ΟΡΦΑΝΟΤΡΟΦΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,482519.47,4212307.66,MULTIPOINT (482519.4699999997 4212307.66)
862,ΓΙΑΝΝΗΣ ΔΕΛΟΥΔΗΣ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,483075.2593,4212313.1986,MULTIPOINT (483075.2593 4212313.1986)
863,ΠΑΙΔΙΚΗ ΧΑΡΑ,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδικές χαρές,482945.1859,4212316.4326,MULTIPOINT (482945.1858999999 4212316.432600001)
864,ΑΛΣΟΣ ΚΤΗΜΑΤΟΣ ΣΥΓΓΡΟΥ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,483917.97,4212318.84,MULTIPOINT (483917.9699999997 4212318.84)
865,AB CITY,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482437.1393,4212366.7186,MULTIPOINT (482437.1392999999 4212366.718599999)
866,ΤΡΟΦΟ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482436.9993,4212366.9986,MULTIPOINT (482436.9993000003 4212366.998600001)
867,ΑΒ ΒΑΣΙΛΟΠΟΥΛΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482396.7857,4212369.4135,MULTIPOINT (482396.7856999999 4212369.4135)
868,ΑΜΑΛΙΕΙΟ ΠΑΡΚΟ,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πάρκα,483002.1502,4212389.6724,MULTIPOINT (483002.1502 4212389.6724)
869,ΕΛΙΚΟΔΡΟΜΙΟ,Μετακίνηση,Αεροδρόμια,Ελικοδρόμιο,483047.0864,4212561.1848,MULTIPOINT (483047.0864000004 4212561.184800001)
870,ΙΔΡΥΜΑ ΓΙΑΝΝΗ ΤΣΑΡΟΥΧΗ,Τουρισμός και αξιοθέατα,Μουσεία,_,482440.5423,4212564.7837,MULTIPOINT (482440.5422999999 4212564.7837)
871,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ,Επιχειρήσεις,Τράπεζες,Καταστήματα,483117.0593,4212615.0086,MULTIPOINT (483117.0592999998 4212615.0086)
872,ΤΟ ΔΙΚΟ ΜΑΣ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482978.9336,4212626.7106,MULTIPOINT (482978.9336000001 4212626.7106)
873,AVIN,Αυτοκίνηση,Πρατήρια βενζίνης,_,483111.4276,4212643.0806,MULTIPOINT (483111.4276000001 4212643.080600001)
874,ΠΕΙΡΑΜΑΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΝΑΒΡΥΤΩΝ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,483203.8685,4212680.1201,MULTIPOINT (483203.8684999999 4212680.120100001)
875,ΠΕΙΡΑΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΝΑΒΡΥΤΩΝ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,483203.8685,4212680.1201,MULTIPOINT (483203.8684999999 4212680.120100001)
876,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,483032.0538,4212681.2427,MULTIPOINT (483032.0537999999 4212681.242699999)
877,ΟΔΥΣΣΕΙΑ,Φαγητό και ποτό,Ταβέρνες,_,482680.7593,4212683.6986,MULTIPOINT (482680.7593 4212683.6986)
878,ΜΑΝΤΟΥΚΑ ΜΑΡΙΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482487.8076,4212695.9269,MULTIPOINT (482487.8075999999 4212695.926899999)
879,ΤΕΕ ΑΝΑΒΡΥΤΩΝ,Εκπαίδευση,Δευτεροβάθμια,ΤΕΕ,483443.879,4212696.5469,MULTIPOINT (483443.8789999997 4212696.5469)
880,ΦΑΡΜΑΚΕΙΟ ΑΜΠΝΤΕΛ - ΚΑΝΤΕΡ ΖΟΧΕΡ,Περίθαλψη,Φαρμακεία,_,482480.742,4212731.6903,MULTIPOINT (482480.7419999996 4212731.690300001)
881,ΒΕΝΕΤΗΣ ΦΟΥΡΝΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,482710.2655,4212746.5423,MULTIPOINT (482710.2654999997 4212746.542300001)
882,ΘΕΑΤΡΟ ΑΝΑΒΡΥΤΩΝ,Πολιτισμός,Θέατρα,_,483166.8593,4212754.0186,MULTIPOINT (483166.8592999997 4212754.0186)
883,ΜΑΡΚΟΓΙΑΝΝΑΚΗ ΕΙΡΗΝΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482662.6093,4212754.4286,MULTIPOINT (482662.6092999997 4212754.4286)
884,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482656.6021,4212773.2643,MULTIPOINT (482656.6020999998 4212773.2643)
