poi_id,name,theme,class_name,subclass_n,x,y,geom
287,ΣΩΡΟΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,483437.54,4210295.4,MULTIPOINT (483437.54 4210295.4)
288,ΑΞΟΝΙΚΗ ΕΡΕΥΝΑ ΑΕ,Περίθαλψη,Κλινικές,Ιδιωτικές κλινικές,482787.1445,4210295.457,MULTIPOINT (482787.1445000004 4210295.457)
289,ΚΑΡΔΙΟΔΥΝΑΜΙΚΗ ΑΕ,Περίθαλψη,Κλινικές,Ιδιωτικές κλινικές,482787.1445,4210295.457,MULTIPOINT (482787.1445000004 4210295.457)
290,ΑΤΤΙΚΗ ΟΔΟΣ - ΔΙΟΝΥΣΟΥ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,482393.7982,4210296.0899,MULTIPOINT (482393.7982000001 4210296.0899)
291,ΙΑΤΡΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΩΝ,Περίθαλψη,Νοσοκομεία,Ιδιωτικά νοσοκομεία,482835.2427,4210297.9103,MULTIPOINT (482835.2427000003 4210297.9103)
292,FERTILIA,Αγαθά - υπηρεσίες,Καταστήματα,Ανθοπωλεία,483562.4265,4210298.2517,MULTIPOINT (483562.4265000001 4210298.251700001)
293,ΙΑΤΡΙΚΟ ΑΘΗΝΩΝ,Περίθαλψη,Κλινικές,Ιδιωτικές κλινικές,482791.695,4210302.9899,MULTIPOINT (482791.6950000003 4210302.9899)
294,ΜΑΡΑΒΕΛΗ ΒΑΣΙΛΙΚΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,484699.6793,4210321.8786,MULTIPOINT (484699.6793 4210321.878599999)
295,STARBUCKS,Διασκέδαση,Καφετέριες,_,482206.3817,4210322.7162,MULTIPOINT (482206.3816999998 4210322.7162)
296,VINEYARD CAVA,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,484702.887,4210325.4992,MULTIPOINT (484702.8870000001 4210325.499199999)
297,ΚΑΒΑ ΑΝΤΩΝΑΤΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,483540.2966,4210335.0895,MULTIPOINT (483540.2966 4210335.089500001)
298,ΣΤΑΘΜΟΣ ΗΣΑΠ ΕΙΡΗΝΗ,Μετακίνηση,Αστικές Συγκοινωνίες,Σταθμοί Μετρό,480826.6155,4210368.9871,MULTIPOINT (480826.6155000003 4210368.9871)
299,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη,Φαρμακεία,_,482872.0341,4210373.5487,MULTIPOINT (482872.0340999998 4210373.548699999)
300,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482972.1902,4210384.4435,MULTIPOINT (482972.1902000001 4210384.443499999)
301,ΤΡΙΤΟ ΤΕΕ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,ΤΕΕ,481256.0987,4210391.0973,MULTIPOINT (481256.0987 4210391.0973)
302,ΠΡΩΤΟ ΤΕΕ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,ΤΕΕ,481256.0987,4210391.0973,MULTIPOINT (481256.0987 4210391.0973)
303,ΔΕΥΤΕΡΟ ΤΕΕ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,ΤΕΕ,481256.0987,4210391.0973,MULTIPOINT (481256.0987 4210391.0973)
304,ΔΙΟΔΙΑ ΑΤΤΙΚΗ ΟΔΟΣ 11,Αυτοκίνηση,Στοιχεία δικτύου,Διόδια,482236.6516,4210393.7372,MULTIPOINT (482236.6516000004 4210393.737199999)
305,STARBUCKS,Διασκέδαση,Καφετέριες,_,482748.3024,4210404.5565,MULTIPOINT (482748.3024000004 4210404.556500001)
306,EFG EUROBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482748.3024,4210404.5565,MULTIPOINT (482748.3024000004 4210404.556500001)
307,ΦΑΡΜΑΚΕΙΟ ΚΑΝΑΤΙΔΟΥ ΟΛΓΑ ΚΑΙ ΣΙΑ Ο.Ε.,Περίθαλψη,Φαρμακεία,_,482748.3024,4210404.5565,MULTIPOINT (482748.3024000004 4210404.556500001)
308,TELEST EXCLUSIVE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482743.0693,4210404.8586,MULTIPOINT (482743.0692999996 4210404.8586)
309,PROBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482774.8933,4210414.5757,MULTIPOINT (482774.8932999996 4210414.5757)
310,CHRYSLER JEEP DODGE,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,481265.7953,4210418.403,MULTIPOINT (481265.7953000003 4210418.403000001)
311,ΑΤΤΙΚΗ ΟΔΟΣ - ΙΕΡΟΥ ΛΟΧΟΥ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,482045.0484,4210424.726,MULTIPOINT (482045.0483999997 4210424.726)
312,ΔΟΥΡΔΟΥΒΕΛΑ ΣΠΥΡΙΔΟΥΛΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483390.1319,4210426.8505,MULTIPOINT (483390.1319000004 4210426.850500001)
313,CHEVROLET,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482763.8036,4210427.2438,MULTIPOINT (482763.8036000002 4210427.243799999)
314,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482752.2924,4210436.9236,MULTIPOINT (482752.2923999997 4210436.923599999)
315,ΦΑΡΜΑΚΕΙΟ ΜΑΜΙΔΑΣ ΙΩΑΝΝΗΣ,Περίθαλψη,Φαρμακεία,_,483331.8512,4210437.494,MULTIPOINT (483331.8512000004 4210437.494000001)
316,ΟΤΕ ΔΙΟΙΚΗΣΗ,Επιχειρήσεις,Δημόσιες επιχειρήσεις,_,482709.8674,4210441.1087,MULTIPOINT (482709.8673999999 4210441.1087)
317,ΒΟΥΛΚΑΝΙΖΑΤΕΡ ΚΛΙΝΗΣ,Αυτοκίνηση,Συνεργεία αυτοκινήτων,_,484012.9279,4210443.8825,MULTIPOINT (484012.9278999995 4210443.8825)
318,ΕΚΤΟ ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,481832.0566,4210444.5255,MULTIPOINT (481832.0565999998 4210444.5255)
319,ΠΕΜΠΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,481832.0566,4210444.5255,MULTIPOINT (481832.0565999998 4210444.5255)
320,WIND,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,481456.6576,4210445.8525,MULTIPOINT (481456.6575999996 4210445.852499999)
321,JUMBO,Αγαθά - υπηρεσίες,Καταστήματα,_,481829.8508,4210451.108,MULTIPOINT (481829.8508000001 4210451.107999999)
322,ΠΛΑΙΣΙΟ,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,481432.1786,4210452.9227,MULTIPOINT (481432.1786000002 4210452.922700001)
323,GOURMET BURGER KITCHEN,Φαγητό και ποτό,Εστιατόρια,Διεθνής κουζίνα,481420.7772,4210457.5192,MULTIPOINT (481420.7772000004 4210457.519200001)
324,FOLLI FOLLIE,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Κοσμήματα,481480.6597,4210460.2878,MULTIPOINT (481480.6596999997 4210460.287799999)
469,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,483023.4619,4211019.2484,MULTIPOINT (483023.4619000005 4211019.248400001)
325,ΑΝΔΡΕΑΔΗΣ HOMESTORE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη σπιτιού,481409.2741,4210463.8291,MULTIPOINT (481409.2741 4210463.8291)
326,ΕΜΒΡΥΟΓΕΝΕΣΙΣ ΔΙΑΓΝΩΣΤΙΚΟ ΚΕΝΤΡΟ,Περίθαλψη,Κλινικές,Διαγνωστικά κέντρα,482785.5427,4210464.7989,MULTIPOINT (482785.5427000001 4210464.798900001)
327,ALPHA BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482789.2093,4210466.0386,MULTIPOINT (482789.2093000002 4210466.0386)
328,PIECE PIE,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,483113.1101,4210470.5923,MULTIPOINT (483113.1101000002 4210470.5923)
329,ARTISTI ITALIANI,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481496.1311,4210471.4233,MULTIPOINT (481496.1310999999 4210471.4233)
330,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482993.6064,4210471.9204,MULTIPOINT (482993.6063999999 4210471.920399999)
331,ΚΩΤΣΟΒΟΛΟΣ,Αγαθά - υπηρεσίες,Καταστήματα,Ηλεκτρικά είδη,481401.9659,4210476.3463,MULTIPOINT (481401.9659000002 4210476.3463)
332,ΦΑΡΜΑΚΕΙΟ ΓΕΩΡΓΑΝΤΗΣ ΓΕΩΡΓΙΟΣ,Περίθαλψη,Φαρμακεία,_,484842.06,4210480.1476,MULTIPOINT (484842.0599999996 4210480.147600001)
333,ATM ΤΡΑΠΕΖΑ ΚΥΠΡΟΥ,Επιχειρήσεις,Τράπεζες,ΑΤΜ,481410,4210481.2032,MULTIPOINT (481410 4210481.203199999)
334,VIRGIN MEGASTORES,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481512.6865,4210483.8398,MULTIPOINT (481512.6864999998 4210483.8398)
335,THE MALL ATHENS,Αγαθά - υπηρεσίες,Εμπορικά κέντρα,_,481449.4859,4210485.4152,MULTIPOINT (481449.4858999997 4210485.415200001)
336,WORKSHOP,Πολιτισμός,Χώροι τέχνης,_,483178.1692,4210489.5687,MULTIPOINT (483178.1692000004 4210489.568700001)
337,BP,Αυτοκίνηση,Πρατήρια βενζίνης,_,483227.2192,4210490.3308,MULTIPOINT (483227.2192000002 4210490.330800001)
338,PALMIE BISTRO,Διασκέδαση,Καφετέριες,_,481398.687,4210490.799,MULTIPOINT (481398.6869999999 4210490.799000001)
339,ΒΕΝΕΤΗΣ ΦΟΥΡΝΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,481494.8406,4210491.9275,MULTIPOINT (481494.8405999998 4210491.9275)
340,BIG CITY,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,482812.7393,4210495.6286,MULTIPOINT (482812.7392999995 4210495.628599999)
341,TBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482812.9747,4210497.0482,MULTIPOINT (482812.9747000001 4210497.0482)
342,PUBLIC,Αγαθά - υπηρεσίες,Εμπορικά κέντρα,Πολυκαταστήματα,481519.0259,4210498.9117,MULTIPOINT (481519.0258999998 4210498.911699999)
343,VENUE CAFE,Διασκέδαση,Μπαρ,_,481413.6108,4210500.9379,MULTIPOINT (481413.6107999999 4210500.937899999)
344,RUBY THUESDAY,Φαγητό και ποτό,Εστιατόρια,_,481501.6306,4210501.3828,MULTIPOINT (481501.6305999998 4210501.3828)
345,ΚΥΜΗΣ - ΚΗΦΙΣΙΑΣ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,480655.0771,4210504.0066,MULTIPOINT (480655.0771000003 4210504.0066)
346,VODAFONE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482822.5944,4210508.0182,MULTIPOINT (482822.5943999998 4210508.018200001)
347,VILLAGE ALL DAY BAR,Φαγητό και ποτό,Εστιατόρια,_,481487.1245,4210508.5899,MULTIPOINT (481487.1244999999 4210508.5899)
348,HOOTERS,Φαγητό και ποτό,Εστιατόρια,_,481427.2594,4210509.4326,MULTIPOINT (481427.2593999999 4210509.432600001)
349,VODAFONE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,481471.4098,4210515.1783,MULTIPOINT (481471.4097999996 4210515.178300001)
350,PAPPAS EXPRESS RESTAURANT,Φαγητό και ποτό,Εστιατόρια,Ελληνική κουζίνα,482817.9993,4210517.9986,MULTIPOINT (482817.9993000003 4210517.998600001)
351,ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ,Επιχειρήσεις,Τράπεζες,Καταστήματα,482849.0248,4210519.1367,MULTIPOINT (482849.0247999998 4210519.136700001)
352,CITIBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,480584.4093,4210519.1386,MULTIPOINT (480584.4093000004 4210519.138599999)
353,TBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,480584.4093,4210519.1386,MULTIPOINT (480584.4093000004 4210519.138599999)
354,VILLAGE WORLD,Πολιτισμός,Κινηματογράφοι,_,481447.454,4210522.4019,MULTIPOINT (481447.4539999999 4210522.401900001)
355,ΑΓΙΟΙ ΑΠΟΣΤΟΛΟΙ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,480540.5962,4210523.579,MULTIPOINT (480540.5961999996 4210523.579)
356,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,483129.7468,4210523.9195,MULTIPOINT (483129.7467999998 4210523.919500001)
357,PALAIS ROYAL,Διασκέδαση,Ζωντανή μουσική,_,482793.1393,4210528.7686,MULTIPOINT (482793.1392999999 4210528.7686)
358,CITIBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482845.9678,4210529.8102,MULTIPOINT (482845.9677999998 4210529.8102)
359,CORALLIA ΤΕΧΝΟΛΟΓΙΚΟΙ ΣΥΝΕΡΓΑΤΙΚΟΙ ΣΧΗΜΑΤΙΣΜΟΙ,Επιχειρήσεις,Επιχειρήσεις,_,483075.5734,4210532.3834,MULTIPOINT (483075.5734000001 4210532.383400001)
360,GENIKI BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482850.5135,4210534.2407,MULTIPOINT (482850.5135000004 4210534.240700001)
361,ΡΑΔΙΟΦΩΝΙΚΟΣ ΣΤΑΘΜΟΣ FLASH 96,Επιχειρήσεις,Επιχειρήσεις,_,482844.7524,4210538.8307,MULTIPOINT (482844.7523999996 4210538.830700001)
362,ΤΗΛΕΟΠΤΙΚΟΣ ΣΤΑΘΜΟΣ SEVEN,Επιχειρήσεις,Επιχειρήσεις,_,482844.7524,4210538.8307,MULTIPOINT (482844.7523999996 4210538.830700001)
363,ΑΤΤΙΚΗ ΟΔΟΣ - ΝΕΡΑΤΖΙΩΤΙΣΣΗΣ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,481732.8612,4210539.4755,MULTIPOINT (481732.8612000002 4210539.475500001)
364,ΣΤ. ΠΡΟΑΣΤ. ΝΕΡΑΤΖΙΩΤΙΣΣΑ,Μετακίνηση,Υπεραστικές Συγκοινωνίες,Σταθμοί Προαστειακού,481705.0541,4210541.3823,MULTIPOINT (481705.0541000003 4210541.382300001)
365,ΠΡΕΣΒΕΙΑ ΝΟΤΙΟΥ ΑΦΡΙΚΗΣ,Δημόσιος τομέας,Πρεσβείες,_,482883.0231,4210552.1786,MULTIPOINT (482883.0230999999 4210552.1786)
366,ΣΤΑΘΜΟΣ ΗΣΑΠ ΝΕΡΑΤΖΙΩΤΙΣΣΑ,Μετακίνηση,Αστικές Συγκοινωνίες,Σταθμοί Μετρό,481687.5405,4210556.3004,MULTIPOINT (481687.5405000001 4210556.3004)
367,HYUNDAI - AUTO POINT,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,480534.4891,4210561.7263,MULTIPOINT (480534.4890999999 4210561.726299999)
368,ΠΑΙΔΟΤΟΠΟΣ ΑΗΔΟΝΑΚΙΑ,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδότοπος,480546.7812,4210565.0259,MULTIPOINT (480546.7812000001 4210565.025900001)
369,EKO,Αυτοκίνηση,Πρατήρια βενζίνης,_,480721.0238,4210578.9357,MULTIPOINT (480721.0237999996 4210578.935699999)
370,ΑΣΠΑΙΤΕ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,481112.57,4210580.93,MULTIPOINT (481112.5700000003 4210580.93)
371,WIND ΕΛΛΑΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΕΣ Α.Ε.Β.Ε.,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482900.3419,4210582.799,MULTIPOINT (482900.3419000003 4210582.799000001)
372,WIND,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482910.2562,4210594.6539,MULTIPOINT (482910.2561999997 4210594.653899999)
373,ΠΑΓΩΝΗΣ ΣΩΤΗΡΙΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483942.4946,4210604.8373,MULTIPOINT (483942.4945999999 4210604.837300001)
374,AMBIENTE,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,482885.3393,4210614.8086,MULTIPOINT (482885.3393000001 4210614.808599999)
375,ΣΙΣΜΑΝΟΓΛΕΙΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΤΤΙΚΗΣ,Περίθαλψη,Νοσοκομεία,Δημόσια νοσοκομεία,484819.3062,4210616.2306,MULTIPOINT (484819.3062000005 4210616.230599999)
376,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,483148.5897,4210640.1495,MULTIPOINT (483148.5897000004 4210640.149499999)
377,ΕΡΓΑΤΙΚΕΣ ΠΟΛΥΚΑΤΟΙΚΙΕΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,482327.86,4210642.11,MULTIPOINT (482327.8600000003 4210642.109999999)
378,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482945.2066,4210643.7384,MULTIPOINT (482945.2066000002 4210643.738399999)
379,EKO AUTOGAS,Αυτοκίνηση,Πρατήρια υγραερίου,_,480769.422,4210646.3078,MULTIPOINT (480769.4220000003 4210646.307800001)
380,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΠΑΙΔΕΙΑΣ & ΘΡΗΣΚΕΥΜΑΤΩΝ,Δημόσιος τομέας,Δημόσιες υπηρεσίες,Υπουργεία,481224.1978,4210648.8798,MULTIPOINT (481224.1978000002 4210648.879799999)
381,ΦΑΡΜΑΚΕΙΟ ΜΕΤΟΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ,Περίθαλψη,Φαρμακεία,_,483900.4277,4210652.9759,MULTIPOINT (483900.4276999999 4210652.9759)
382,BIZART CAFE,Διασκέδαση,Μπαρ,Μπαρ-Εστιατόρια,482955.5536,4210666.0531,MULTIPOINT (482955.5536000002 4210666.053099999)
383,BIZART CAFE,Διασκέδαση,Καφετέριες,_,482963.6593,4210668.2586,MULTIPOINT (482963.6593000004 4210668.2586)
384,MAROUSSI PLACE,Διάφορα,Χώροι εκδηλώσεων,Αίθουσες εκδηλώσεων,482946.9993,4210692.9986,MULTIPOINT (482946.9993000003 4210692.998600001)
385,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,483895.0197,4210698.5238,MULTIPOINT (483895.0197000001 4210698.523800001)
386,NICOLAS COIFFURES,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,Κομμωτήρια,482897.9993,4210699.9986,MULTIPOINT (482897.9993000003 4210699.998600001)
387,ΛΥΚΟΥΡΗ - ΓΙΑΧΑΛΗ ΑΝΔΡΙΑΝΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482289.9048,4210707.1962,MULTIPOINT (482289.9047999997 4210707.1962)
388,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,483012.9455,4210719.4855,MULTIPOINT (483012.9455000004 4210719.4855)
389,ΑΤΤΙΚΗ ΟΔΟΣ - ΑΙΓΑΙΟΥ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,481342.1046,4210724.8058,MULTIPOINT (481342.1046000002 4210724.8058)
390,EFG EUROBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482947.5065,4210727.1839,MULTIPOINT (482947.5065000001 4210727.183900001)
391,ΦΑΡΜΑΚΕΙΟ ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΟΛΥΚΑΡΠΟΣ,Περίθαλψη,Φαρμακεία,_,483379.3741,4210729.9102,MULTIPOINT (483379.3740999997 4210729.9102)
392,CHE,Φαγητό και ποτό,Εστιατόρια,_,482889.9993,4210729.9986,MULTIPOINT (482889.9993000003 4210729.998600001)
393,ΕΥΡΩ ΙΑΤΡΙΚΗ,Περίθαλψη,Κλινικές,Ιδιωτικές κλινικές,482994.6109,4210737.6816,MULTIPOINT (482994.6108999997 4210737.681600001)
394,SHELL,Αυτοκίνηση,Πρατήρια βενζίνης,_,482816.6199,4210743.6899,MULTIPOINT (482816.6199000003 4210743.6899)
395,PAUSA IL RISTORANTE ROSSO,Φαγητό και ποτό,Εστιατόρια,Πιτσαρίες,482809.3293,4210748.1586,MULTIPOINT (482809.3293000003 4210748.158600001)
396,ΚΑΒΑ ΑΝΘΙΔΗΣ WINE & SPIRITS GALLERY,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,482997.6707,4210754.3886,MULTIPOINT (482997.6706999997 4210754.388599999)
397,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482763.5511,4210756.9657,MULTIPOINT (482763.5510999998 4210756.965700001)
398,ΦΑΡΜΑΚΕΙΟ ΕΥΣΤΑΘΙΟΥ ΕΥΓΕΝΙΑ,Περίθαλψη,Φαρμακεία,_,482793.9773,4210760.8077,MULTIPOINT (482793.9773000004 4210760.807700001)
399,PAUSA,Φαγητό και ποτό,Εστιατόρια,Ιταλική κουζίνα,482804.853,4210760.8209,MULTIPOINT (482804.8530000001 4210760.820900001)
400,ΒΑΣΑΤΑΚΗΣ - ΛΑΜΠΡΟΠΟΥΛΟΣ Ο.Ε.,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483310.2444,4210762.9338,MULTIPOINT (483310.2444000002 4210762.933800001)
401,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ (MILLENNIUM BANK),Επιχειρήσεις,Τράπεζες,Καταστήματα,482954.6638,4210763.1106,MULTIPOINT (482954.6638000002 4210763.1106)
402,ΠΑΙΔΙΚΗ ΧΑΡΑ,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδικές χαρές,482740.6571,4210765.4117,MULTIPOINT (482740.6571000004 4210765.411699999)
403,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482998.222,4210769.4695,MULTIPOINT (482998.2220000001 4210769.4695)
404,MIKEL COFFEE SHOP,Διασκέδαση,Καφετέριες,_,483004.0092,4210774.2919,MULTIPOINT (483004.0092000002 4210774.2919)
405,ΠΛΑΤΕΙΑ ΚΑΡΠΑΘΙΩΝ,Αθλητισμός και αναψυχή,Δημόσιοι χώροι,Πλατείες,483996.326,4210787.2728,MULTIPOINT (483996.3260000004 4210787.2728)
406,ΤΑΒΕΡΝΑ ΤΟ ΨΑΡΟΝΕΦΡΙ,Φαγητό και ποτό,Ταβέρνες,_,480903.1618,4210788.4973,MULTIPOINT (480903.1617999999 4210788.497300001)
407,WIZARD,Διασκέδαση,Μπαρ,_,482959.3293,4210793.7786,MULTIPOINT (482959.3293000003 4210793.7786)
408,ΑΓΑΠΗΤΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,483001.4687,4210794.1684,MULTIPOINT (483001.4687000001 4210794.168400001)
409,5ASEC,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,_,482751.4034,4210795.3299,MULTIPOINT (482751.4034000002 4210795.3299)
410,ΑΙΘΡΙΟ ΜΑΡΟΥΣΙ,Αγαθά - υπηρεσίες,Εμπορικά κέντρα,_,482620.8338,4210799.0255,MULTIPOINT (482620.8338000001 4210799.0255)
411,ΜΙΜΗΣ ΦΩΤΟΠΟΥΛΟΣ,Πολιτισμός,Κινηματογράφοι,_,482686.3311,4210799.2715,MULTIPOINT (482686.3311000001 4210799.271500001)
412,ΨΑΛΙΔΙ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,480948.2721,4210800.9589,MULTIPOINT (480948.2720999997 4210800.958900001)
413,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη,Φαρμακεία,_,482974.0934,4210807.4379,MULTIPOINT (482974.0933999997 4210807.437899999)
414,ΦΑΡΜΑΚΕΙΟ ΡΟΜΠΟΤΗ - ΜΑΥΡΟΚΕΦΑΛΟΥ ΣΟΦΙΑ,Περίθαλψη,Φαρμακεία,_,483098.8777,4210810.8405,MULTIPOINT (483098.8777000001 4210810.840500001)
415,DIVANI AND DIVANI BY NATUZZI,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,483005.4193,4210826.2686,MULTIPOINT (483005.4193000002 4210826.2686)
416,PASTRY FAMILY,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482683.3278,4210827.334,MULTIPOINT (482683.3278000001 4210827.334000001)
417,ΦΑΡΜΑΚΕΙΟ ΠΑΡΑΣΚΕΥΑΣ ΑΘΑΝ. Γ.,Περίθαλψη,Φαρμακεία,_,482683.3278,4210827.334,MULTIPOINT (482683.3278000001 4210827.334000001)
418,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482683.3278,4210827.334,MULTIPOINT (482683.3278000001 4210827.334000001)
419,MY SUSHI EXPRESS,Φαγητό και ποτό,Εστιατόρια,Ασιατική κουζίνα,482677.2793,4210827.6286,MULTIPOINT (482677.2792999996 4210827.628599999)
420,FELIX,Διασκέδαση,Μπαρ,_,482677.2793,4210827.6286,MULTIPOINT (482677.2792999996 4210827.628599999)
421,PREMAMAN,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Παιδικά - είδη εγκυμοσύνης,482677.2793,4210827.6286,MULTIPOINT (482677.2792999996 4210827.628599999)
422,SHELL,Αυτοκίνηση,Πρατήρια βενζίνης,_,482677.0038,4210827.9957,MULTIPOINT (482677.0038000001 4210827.9957)
423,ΒΕΡΟΠΟΥΛΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482676.9993,4210827.9986,MULTIPOINT (482676.9993000003 4210827.998600001)
424,ΝΟΤΑ,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Εσώρουχα,482707.8893,4210832.2186,MULTIPOINT (482707.8892999999 4210832.218599999)
425,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,484332.671,4210835.7902,MULTIPOINT (484332.6710000001 4210835.790200001)
426,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,483172.5501,4210837.0634,MULTIPOINT (483172.5500999996 4210837.0634)
427,MAX PERRY,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Ζαχαροπλαστεία,482689.6998,4210842.8941,MULTIPOINT (482689.6997999996 4210842.894099999)
